           n            f          f.x          f.y          f.z           fi         fi.x         fi.y         fi.z            u          u.x          u.y          u.z 
         799            0            0            0            0  1.39237e-13 -1.13687e-13  5.68434e-14 -5.68434e-14   0.00294025  0.000176492  -0.00011069   0.00293286
         800            0            0            0            0  3.61131e-13 -8.52651e-14  8.26006e-14 -3.41061e-13   0.00292512  0.000169582  -3.6114e-05   0.00291998
         801            0            0            0            0   4.0889e-13            0  9.41469e-14 -3.97904e-13   0.00292512  0.000169582   3.6114e-05   0.00291998
         802            0            0            0            0  4.36311e-13  -1.7053e-13  5.44009e-14 -3.97904e-13   0.00294025  0.000176492   0.00011069   0.00293286
         803            0            0            0            0  1.81988e-13 -2.84217e-14  5.68434e-14  -1.7053e-13   0.00297167  0.000191492  0.000191492   0.00295931
         804            0            0            0            0  2.72982e-13  1.84741e-13  1.98952e-13 -2.84217e-14   0.00280918  0.000185359 -0.000185359   0.00279692
         805            0            0            0            0  3.99818e-13  1.98952e-13  3.01981e-13  -1.7053e-13   0.00279079  0.000177013 -0.000108983   0.00278304
         806            0            0            0            0  2.62359e-13  2.84217e-14  1.97342e-13  -1.7053e-13   0.00278123  0.000171952 -3.59091e-05   0.00277567
         807            0            0            0            0  2.97571e-13            0   2.4386e-13  -1.7053e-13   0.00278123  0.000171952  3.59091e-05   0.00277567
         808            0            0            0            0  4.41479e-13  -1.7053e-13  2.22489e-13 -3.41061e-13   0.00279079  0.000177013  0.000108983   0.00278304
         809            0            0            0            0  3.22809e-13 -1.42109e-13  5.68434e-14 -2.84217e-13   0.00280918  0.000185359  0.000185359   0.00279692
         810            0            0            0            0  2.85635e-13   1.7053e-13  2.27374e-13  2.84217e-14   0.00265566  0.000181916 -0.000181916   0.00264317
         811            0            0            0            0  4.90275e-13  1.42109e-13  4.55247e-13 -1.13687e-13     0.002644  0.000177321  -0.00010797   0.00263584
         812            0            0            0            0  3.99987e-13  5.68434e-14  3.91825e-13  5.68434e-14   0.00263784  0.000174031 -3.57735e-05   0.00263185
         813            0            0            0            0  3.48414e-13 -1.13687e-13    3.091e-13 -1.13687e-13   0.00263784  0.000174031  3.57735e-05   0.00263185
         814            0            0            0            0  3.74234e-13   4.9738e-14  2.98428e-13 -2.20268e-13     0.002644  0.000177321   0.00010797   0.00263584
         815            0            0            0            0  2.90889e-13 -7.10543e-14  1.84741e-13 -2.13163e-13   0.00265566  0.000181916  0.000181916   0.00264317
         816            0            0            0            0  3.51557e-13  1.98952e-13  2.84217e-13 -5.68434e-14   0.00250705  0.000180053 -0.000180053   0.00249409
         817            0            0            0            0  5.45962e-13  1.98952e-13  4.95548e-13 -1.13687e-13   0.00249883  0.000177536 -0.000107411    0.0024902
         818            0            0            0            0  5.49592e-13  2.84217e-14  4.99545e-13 -2.27374e-13   0.00249459  0.000175573  -3.5693e-05   0.00248815
         819            0            0            0            0  4.81914e-13  7.10543e-14  4.26326e-13 -2.13163e-13   0.00249459  0.000175573   3.5693e-05   0.00248815
         820            0            0            0            0  4.98191e-13 -5.68434e-14  3.83693e-13 -3.12639e-13   0.00249883  0.000177536  0.000107411    0.0024902
         821            0            0            0            0  2.55795e-13 -2.84217e-14  2.27374e-13 -1.13687e-13   0.00250705  0.000180053  0.000180053   0.00249409
         822            0            0            0            0  3.31451e-13   1.7053e-13  2.84217e-13            0    0.0023611  0.000179067 -0.000179067   0.00234748
         823            0            0            0            0  6.16784e-13  2.84217e-13  5.35461e-13 -1.13687e-13   0.00235459  0.000177712 -0.000107116   0.00234543
         824            0            0            0            0  6.75671e-13  3.41061e-13  5.09343e-13 -2.84217e-13   0.00235134  0.000176618 -3.56505e-05   0.00234443
         825            0            0            0            0  5.54223e-13  1.84741e-13  4.83169e-13 -1.98952e-13   0.00235134  0.000176618  3.56505e-05   0.00234443
         826            0            0            0            0  4.97177e-13            0  4.26326e-13 -2.55795e-13   0.00235459  0.000177712  0.000107116   0.00234543
         827            0            0            0            0  2.55005e-13 -4.26326e-14  1.84741e-13  -1.7053e-13    0.0023611  0.000179067  0.000179067   0.00234748
         828            0            0            0            0   3.2685e-13  1.98952e-13  2.55795e-13 -4.26326e-14   0.00221663  0.000178562 -0.000178562    0.0022022
         829            0            0            0            0  5.09304e-13  2.27374e-13  4.55733e-13            0   0.00221088  0.000177854 -0.000106971   0.00220112
         830            0            0            0            0  4.79024e-13  1.42109e-13  4.54747e-13   4.9738e-14   0.00220807  0.000177285 -3.56311e-05   0.00220066
         831            0            0            0            0   5.7589e-13  3.12639e-13  4.76064e-13 -8.52651e-14   0.00220807  0.000177285  3.56311e-05   0.00220066
         832            0            0            0            0  4.76011e-13            0  4.54303e-13 -1.42109e-13   0.00221088  0.000177854  0.000106971   0.00220112
         833            0            0            0            0  2.27817e-13 -5.68434e-14  2.13163e-13 -5.68434e-14   0.00221663  0.000178562  0.000178562    0.0022022
         834            0            0            0            0  3.00115e-13  1.98952e-13  2.13163e-13 -7.10543e-14     0.002073  0.000178309 -0.000178309    0.0020576
         835            0            0            0            0  5.52318e-13  2.30926e-13  4.90274e-13 -1.06581e-13   0.00206748  0.000177963 -0.000106904   0.00205703
         836            0            0            0            0  4.63544e-13  8.52651e-14  4.54747e-13 -2.84217e-14    0.0020648  0.000177696 -3.56237e-05   0.00205683
         837            0            0            0            0  4.23755e-13  1.13687e-13   4.0723e-13 -2.84217e-14    0.0020648  0.000177696  3.56237e-05   0.00205683
         838            0            0            0            0  4.23662e-13            0  4.19831e-13 -5.68434e-14   0.00206748  0.000177963  0.000106904   0.00205703
         839            0            0            0            0  1.68745e-13 -2.84217e-14  1.56319e-13 -5.68434e-14     0.002073  0.000178309  0.000178309    0.0020576
         840            0            0            0            0  2.41166e-13   1.7053e-13   1.7053e-13            0   0.00192989  0.000178177 -0.000178177   0.00191337
         841            0            0            0            0  4.79564e-13  2.45137e-13  4.12115e-13 -7.10543e-15   0.00192428  0.000178041 -0.000106872   0.00191305
         842            0            0            0            0  3.88921e-13  5.68434e-14  3.83693e-13  2.84217e-14   0.00192154  0.000177944 -3.56207e-05   0.00191295
         843            0            0            0            0  3.74821e-13  2.84217e-14  3.63886e-13  8.52651e-14   0.00192154  0.000177944  3.56207e-05   0.00191295
         844            0            0            0            0  3.52491e-13 -2.84217e-14  3.50192e-13 -2.84217e-14   0.00192428  0.000178041  0.000106872   0.00191305
         845            0            0            0            0  1.37779e-13 -4.26326e-14  1.27898e-13  2.84217e-14   0.00192989  0.000178177  0.000178177   0.00191337
         846            0            0            0            0  2.19407e-13  9.59233e-14  1.91847e-13 -4.61853e-14   0.00178719  0.000178089 -0.000178089   0.00176935
         847            0            0            0            0  3.72815e-13  1.42109e-13  3.33955e-13 -8.52651e-14   0.00178127  0.000178088 -0.000106847   0.00176912
         848            0            0            0            0  3.37331e-13  2.84217e-14  3.31291e-13 -5.68434e-14   0.00177835  0.000178094 -3.56172e-05   0.00176905
         849            0            0            0            0  3.18769e-13 -2.84217e-14  3.17499e-13            0   0.00177835  0.000178094  3.56172e-05   0.00176905
         850            0            0            0            0   2.9671e-13 -2.84217e-14  2.89824e-13 -5.68434e-14   0.00178127  0.000178088  0.000106847   0.00176912
         851            0            0            0            0  1.42817e-13 -2.84217e-14  1.27898e-13  5.68434e-14   0.00178719  0.000178089  0.000178089   0.00176935
         852            0            0            0            0  1.56964e-13  7.10543e-14  1.27898e-13 -5.68434e-14   0.00164485  0.000177996 -0.000177996   0.00162548
         853            0            0            0            0  2.51944e-13  2.84217e-14  2.35367e-13 -8.52651e-14   0.00163847  0.000178103 -0.000106811   0.00162525
         854            0            0            0            0  2.40532e-13 -2.84217e-14  2.31985e-13 -5.68434e-14   0.00163527  0.000178187 -3.56087e-05   0.00162515
         855            0            0            0            0  2.32597e-13 -2.84217e-14  2.30854e-13            0   0.00163527  0.000178187  3.56087e-05   0.00162515
         856            0            0            0            0   2.1926e-13 -8.52651e-14  1.99993e-13  2.84217e-14   0.00163847  0.000178103  0.000106811   0.00162525
         857            0            0            0            0  1.29467e-13 -7.10543e-14   9.9476e-14  4.26326e-14   0.00164485  0.000177996  0.000177996   0.00162548
         858            0            0            0            0  1.46482e-13  3.55271e-14  1.13687e-13 -8.52651e-14   0.00150296  0.000177852 -0.000177852   0.00148176
         859            0            0            0            0   2.2126e-13  1.13687e-13  1.25844e-13 -1.42109e-13   0.00149593  0.000178078 -0.000106745   0.00148145
         860            0            0            0            0  1.64453e-13 -1.42109e-14  1.39902e-13  8.52651e-14   0.00149238  0.000178245 -3.55905e-05   0.00148127
         861            0            0            0            0  1.50583e-13 -4.26326e-14  1.32765e-13  5.68434e-14   0.00149238  0.000178245  3.55905e-05   0.00148127
         862            0            0            0            0   1.7332e-13 -1.06581e-13  1.20792e-13  6.39488e-14   0.00149593  0.000178078  0.000106745   0.00148145
         863            0            0            0            0  1.48025e-13 -8.52651e-14  7.81597e-14  9.23706e-14   0.00150296  0.000177852  0.000177852   0.00148176
         864            0            0            0            0  8.76016e-14  1.42109e-14  1.42109e-14 -8.52651e-14   0.00136164  0.000177608 -0.000177608   0.00133827
         865            0            0            0            0  8.92177e-14 -2.84217e-14  6.26166e-14 -5.68434e-14   0.00135378  0.000177995 -0.000106623   0.00133779
         866            0            0            0            0  1.15936e-13  -9.9476e-14  5.95461e-14            0   0.00134976  0.000178266 -3.55551e-05   0.00133747
         867            0            0            0            0  1.62068e-13 -1.52767e-13   4.9738e-14 -2.13163e-14   0.00134976  0.000178266  3.55551e-05   0.00133747
         868            0            0            0            0  2.43665e-13 -1.84741e-13  7.10543e-14  1.42109e-13   0.00135378  0.000177995  0.000106623   0.00133779
         869            0            0            0            0  1.77066e-13 -1.49214e-13  4.26326e-14  8.52651e-14   0.00136164  0.000177608  0.000177608   0.00133827
         870            0            0            0            0  3.25612e-14  7.10543e-15 -1.42109e-14 -2.84217e-14   0.00122112  0.000177192 -0.000177192   0.00119514
         871            0            0            0            0  9.31041e-14 -7.10543e-14  -5.3027e-14 -2.84217e-14    0.0012122  0.000177811 -0.000106407   0.00119435
         872            0            0            0            0  1.14315e-13 -8.52651e-14 -5.06609e-14  5.68434e-14   0.00120757  0.000178223 -3.54905e-05   0.00119382
         873            0            0            0            0  1.04247e-13 -1.03029e-13  7.10543e-15  1.42109e-14   0.00120757  0.000178223  3.54905e-05   0.00119382
         874            0            0            0            0  2.51842e-13 -2.41585e-13 -3.55271e-15  7.10543e-14    0.0012122  0.000177811  0.000106407   0.00119435
         875            0            0            0            0  1.66334e-13 -1.56319e-13            0  5.68434e-14   0.00122112  0.000177192  0.000177192   0.00119514
         876            0            0            0            0  6.11232e-14 -2.13163e-14  -4.9738e-14 -2.84217e-14   0.00108176  0.000176492 -0.000176492   0.00105257
         877            0            0            0            0   1.6241e-13 -1.13687e-13   -1.011e-13 -5.68434e-14   0.00107145  0.000177451 -0.000106034   0.00105132
         878            0            0            0            0  1.88269e-13 -1.33227e-13 -1.10134e-13   7.4607e-14   0.00106604  0.000178043 -3.53765e-05   0.00105047
         879            0            0            0            0   2.2269e-13 -1.84741e-13  -7.4607e-14   9.9476e-14   0.00106604  0.000178043  3.53765e-05   0.00105047
         880            0            0            0            0  3.05485e-13 -2.98428e-13 -6.52811e-14            0   0.00107145  0.000177451  0.000106034   0.00105132
         881            0            0            0            0  1.80455e-13 -1.63425e-13 -2.84217e-14  7.10543e-14   0.00108176  0.000176492  0.000176492   0.00105257
         882            0            0            0            0   7.8482e-14 -3.55271e-14 -6.39488e-14 -2.84217e-14  0.000944054  0.000175337 -0.000175337  0.000910908
         883            0            0            0            0  2.54236e-13 -1.74083e-13 -1.56319e-13  -9.9476e-14  0.000931956  0.000176775 -0.000105404  0.000908946
         884            0            0            0            0  2.35687e-13 -1.84741e-13 -1.45661e-13 -1.42109e-14  0.000925534  0.000177567 -3.51797e-05  0.000907659
         885            0            0            0            0  2.80347e-13 -2.13163e-13 -1.79856e-13  2.84217e-14  0.000925534  0.000177567  3.51797e-05  0.000907659
         886            0            0            0            0  2.86757e-13 -2.41585e-13 -1.51851e-13  2.84217e-14  0.000931956  0.000176775  0.000105404  0.000908946
         887            0            0            0            0  1.78203e-13 -1.63425e-13 -4.26326e-14  5.68434e-14  0.000944054  0.000175337  0.000175337  0.000910908
         888            0            0            0            0  1.42817e-13 -8.52651e-14 -1.13687e-13 -1.42109e-14  0.000808775  0.000173456 -0.000173456  0.000770677
         889            0            0            0            0  2.76599e-13 -1.22569e-13 -2.45137e-13  3.73035e-14  0.000794363  0.000175532 -0.000104352  0.000767667
         890            0            0            0            0  2.84683e-13 -1.91847e-13 -2.02505e-13 -5.68434e-14  0.000786652  0.000176484 -3.48448e-05  0.000765808
         891            0            0            0            0  2.83005e-13 -1.98952e-13 -1.96704e-13 -4.26326e-14  0.000786652  0.000176484  3.48448e-05  0.000765808
         892            0            0            0            0  3.36338e-13 -2.77112e-13 -1.81938e-13 -5.68434e-14  0.000794363  0.000175532  0.000104352  0.000767667
         893            0            0            0            0  1.90923e-13 -1.63425e-13 -8.52651e-14   4.9738e-14  0.000808775  0.000173456  0.000173456  0.000770677
         894            0            0            0            0   1.5845e-13 -8.79297e-14  -1.3145e-13 -9.76996e-15  0.000677013  0.000170427 -0.000170427  0.000632657
         895            0            0            0            0  3.45199e-13 -2.27374e-13 -2.59348e-13 -1.42109e-14  0.000659651  0.000173269 -0.000102615  0.000628162
         896            0            0            0            0  3.16212e-13 -1.84741e-13 -2.56239e-13 -1.42109e-14   0.00065035   0.00017422 -3.42801e-05  0.000625642
         897            0            0            0            0   3.2584e-13 -2.20268e-13 -2.36297e-13  4.26326e-14   0.00065035   0.00017422  3.42801e-05  0.000625642
         898            0            0            0            0  3.10163e-13 -2.20268e-13 -2.14162e-13  4.26326e-14  0.000659651  0.000173269  0.000102615  0.000628162
         899            0            0            0            0  1.97679e-13 -1.56319e-13 -1.20792e-13 -7.10543e-15  0.000677013  0.000170427  0.000170427  0.000632657
         900            0            0            0            0  1.72599e-13 -9.76996e-14 -1.42109e-13 -7.10543e-15  0.000550311  0.000165583 -0.000165583  0.000498002
         901            0            0            0            0  3.07448e-13  -1.7053e-13 -2.52243e-13 -4.26326e-14  0.000529307  0.000169148 -9.97565e-05  0.000491532
         902            0            0            0            0  3.39173e-13 -2.27374e-13 -2.50064e-13 -2.84217e-14  0.000518131  0.000169759 -3.33317e-05  0.000488396
         903            0            0            0            0    3.102e-13 -1.91847e-13 -2.42098e-13 -2.84217e-14  0.000518131  0.000169759  3.33317e-05  0.000488396
         904            0            0            0            0   3.1427e-13 -2.13163e-13 -2.23821e-13 -5.68434e-14  0.000529307  0.000169148  9.97565e-05  0.000491532
         905            0            0            0            0   1.7149e-13 -1.24345e-13  -1.1724e-13 -1.42109e-14  0.000550311  0.000165583  0.000165583  0.000498002
         906            0            0            0            0  1.42607e-13 -9.05942e-14 -1.10134e-13            0   0.00043074  0.000157846 -0.000157846  0.000368382
         907            0            0            0            0  2.88173e-13 -1.63425e-13 -2.35645e-13 -2.84217e-14  0.000405528  0.000161599 -9.50486e-05  0.000359589
         908            0            0            0            0  2.89204e-13  -1.7053e-13 -2.31842e-13 -2.84217e-14  0.000392299  0.000161389 -3.17374e-05  0.000356153
         909            0            0            0            0  2.84582e-13 -1.88294e-13 -2.12316e-13 -2.13163e-14  0.000392299  0.000161389  3.17374e-05  0.000356153
         910            0            0            0            0  2.94614e-13 -2.01617e-13 -2.13163e-13 -2.66454e-14  0.000405528  0.000161599  9.50486e-05  0.000359589
         911            0            0            0            0  1.60719e-13 -1.20792e-13 -1.04805e-13 -1.59872e-14   0.00043074  0.000157846  0.000157846  0.000368382
         912            0            0            0            0   1.1775e-13 -6.57252e-14 -9.76996e-14            0  0.000320744  0.000145338 -0.000145338  0.000246233
         913            0            0            0            0   2.3296e-13 -1.52767e-13 -1.72251e-13 -3.55271e-14   0.00029127  0.000147655 -8.71931e-05  0.000235443
         914            0            0            0            0  2.32078e-13 -1.42109e-13 -1.80009e-13 -3.55271e-14  0.000276171   0.00014636 -2.90323e-05  0.000232393
         915            0            0            0            0  2.42275e-13 -1.57652e-13 -1.78524e-13 -4.44089e-14  0.000276171   0.00014636  2.90323e-05  0.000232393
         916            0            0            0            0  2.60576e-13 -1.74083e-13 -1.87406e-13  -4.9738e-14   0.00029127  0.000147655  8.71931e-05  0.000235443
         917            0            0            0            0  1.40893e-13 -9.05942e-14 -1.01252e-13 -3.73035e-14  0.000320744  0.000145338  0.000145338  0.000246233
         918            0            0            0            0  7.39432e-14 -3.10862e-14 -6.66134e-14  7.99361e-15  0.000222067   0.00012443  -0.00012443  0.000135454
         919            0            0            0            0  1.52049e-13 -1.01252e-13 -1.11411e-13 -2.13163e-14  0.000189313  0.000121795 -7.38133e-05  0.000124727
         920            0            0            0            0  1.69315e-13 -1.15463e-13 -1.21314e-13  -2.4869e-14   0.00017382  0.000120407 -2.43861e-05  0.000122967
         921            0            0            0            0  1.57124e-13 -9.34808e-14 -1.25677e-13 -1.24345e-14   0.00017382  0.000120407  2.43861e-05  0.000122967
         922            0            0            0            0  1.70791e-13  -1.0747e-13 -1.27898e-13 -3.55271e-14  0.000189313  0.000121795  7.38133e-05  0.000124727
         923            0            0            0            0  1.01159e-13 -6.21725e-14 -7.63833e-14 -2.30926e-14  0.000222067   0.00012443   0.00012443  0.000135454
         924            0            0            0            0  1.83103e-14 -3.55271e-15 -1.77636e-14 -2.66454e-15  0.000128133  8.49855e-05 -8.49855e-05  4.44193e-05
         925            0            0            0            0  7.43721e-14 -5.32907e-14 -5.18474e-14  1.77636e-15  9.73608e-05  7.49947e-05  -4.8803e-05   3.8382e-05
         926            0            0            0            0  8.11154e-14 -5.68434e-14 -5.76206e-14 -5.32907e-15  8.76149e-05  7.72613e-05 -1.58265e-05  3.81652e-05
         927            0            0            0            0   8.3153e-14  -4.9738e-14 -6.30607e-14 -2.15383e-14  8.76149e-05  7.72613e-05  1.58265e-05  3.81652e-05
         928            0            0            0            0  8.93712e-14 -5.68434e-14 -6.83897e-14 -8.88178e-15  9.73608e-05  7.49947e-05   4.8803e-05   3.8382e-05
         929            0            0            0            0  6.10263e-14 -3.90799e-14 -4.61853e-14 -7.99361e-15  0.000128133  8.49855e-05  8.49855e-05  4.44193e-05
         930            0            0            0            0            0            0            0            0            0            0            0            0
         931            0            0            0            0            0            0            0            0            0            0            0            0
         932            0            0            0            0            0            0            0            0            0            0            0            0
         933            0            0            0            0            0            0            0            0            0            0            0            0
         934            0            0            0            0            0            0            0            0            0            0            0            0
         935            0            0            0            0            0            0            0            0            0            0            0            0
